,preprocessed_Tokens,Scores
1561,1,-16587
1562,1,-3424
1563,1,-7400
1564,1,-900
1565,1,-33408
1566,1,3000
1567,1,2580
1568,1,-480
1569,1,-16200
1570,1,-16200
1571,1,-52088
1572,%,-220
1573,1,-500
1574,1,-291
1575,1,-300
1576,1,-300
1577,1,0
1578,1,-300
1579,1,-60
1580,;,-100
1581,1,-268
1582,1,-244
1583,1,100
1584,1,-1932
1585,1,-500
1586,1,-340
1587,1,-3132
1588,1,-100
1589,1,40
1590,1,-244
1591,1,-460
1592,1,-1712
1593,1,-60
1594,14m,60
1595,185m,-244
1596,01:00,-268
1597,01:00,-3266
1598,01:00,-460
1599,01:00,-400
1600,01:00,-300
1601,10,-420
1602,10,140
1603,10,140
1604,10,-3132
1605,10,-268
1606,10,-44
1607,10,-734
1608,10,-400
1609,10,-140
1610,10,-1712
1611,10,-2088
1612,10,100
1613,10,-1532
1614,%,40
1615,%,-268
1616,10,-3132
1617,10,-500
1618,10,-3132
1619,101016/jjnucmat201308019,-734
1620,;,-734
1621,10/10/2002,-340
1622,10+,-2068
1623,10+,100
1624,100,-1932
1625,100,140
1626,100,-500
1627,100,-100
1628,100,-268
1629,100,-244
1630,100,-460
1631,100,-140
1632,100,-1934
1633,100,-300
1634,100,-291
1635,100,-2088
1636,100+,-1932
1637,1000,-420
1638,1000,-460
1639,1000,-291
1640,1000,-60
1641,1002,60
1642,1003,60
1643,;,60
1644,;,-100
1645,107,-220
1646,10-year,-100
1647,10-year,40
1648,11,-1932
1649,11,-220
1650,11,-734
1651,11,-1934
1652,11,-291
1653,11,-3132
1654,11,-500
1655,114,-734
1656,1140,-220
1657,1164,-60
1658,118,-60
1659,12,-2068
1660,12,-1932
1661,12,-500
1662,12,-100
1663,12,-268
1664,12,0
1665,12,-291
1666,12,100
1667,12,-300
1668,12,-300
1669,120,0
1670,121,40
1671,122,100
1672,12205738,140
1673,124688,-300
1674,124688,-300
1675,125,-1934
1676,128,-60
1677,13,-1932
1678,13,-220
1679,13,140
1680,13,-340
1681,13,-3132
1682,13,40
1683,13,-44
1684,13,-244
1685,13,-460
1686,13,-400
1687,13,-140
1688,13,-1934
1689,13,0
1690,13,1669
1691,13,-291
1692,13,-100
1693,13,-60
1694,13,-60
1695,1月3日,-400
1696,13,-500
1697,1-3,-420
1698,1-3,-420
1699,13,0
1700,13,-2068
1701,13,-500
1702,:,-244
1703,13:00,60
1704,13:00,-1532
1705,13123120,140
1706,13175534,140
1707,136,-734
1708,139,40
1709,13a,100
1710,13b,-220
1711,13b,-300
1712,13b,-2088
1713,13b,-420
1714,13c,-734
1715,14,-1932
1716,14,-340
1717,14,-400
1718,:,-244
1719,140,140
1720,140,-2088
1721,1406,-244
1722,15,-1932
1723,15,-460
1724,15,-400
1725,15,0
1726,15,-20
1727,15,100
1728,1月5日,-1712
1729,%,140
1730,%,-268
1731,%,-220
1732,15,-100
1733,15,-500
1734,:,-244
1735,150,0
1736,150,100
1737,16,-734
1738,%,-220
1739,16/09/2006,-340
1740,16/4/12,-460
1741,164282,-300
1742,164282,-300
1743,1662013,60
1744,16th,-1532
1745,17,-220
1746,17,140
1747,17,40
1748,17,-1532
1749,17025,-100
1750,175,-60
1751,17th,-44
1752,18,-500
1753,18,-100
1754,18,40
1755,18,-291
1756,18,-2088
1757,180,100
1758,1800,-460
1759,1824,40
1760,186,-400
1761,19,-1932
1762,19,40
1763,19,-734
1764,19,-291
1765,19,-1712
1766,19,-1532
1767,1988,-220
1768,1990,0
1769,1990,-60
1770,1990s,-420
1771,chu,-220
1772,wo,-2088
1773,1992,-220
1774,1993,-1532
1775,1993,0
1776,1994,-400
1777,1994,140
1778,;,-400
1779,1995,-300
1780,1995,-300
1781,1997,-3132
1782,1997,-244
1783,1997,-3132
1784,1998/99,-300
1785,1999,-44
1786,1st,140
1787,2,-39292
1788,2,-88872
1789,2,-6600
1790,2,-8360
1791,2,-5460
1792,2,8540
1793,2,2800
1794,2,-29500
1795,2,-16660
1796,2,-50112
1797,2,-4200
1798,2,1040
1799,2,-10184
1800,2,-660
1801,2,-8540
1802,2,-4400
1803,2,-2202
1804,2,-31280
1805,2,-23600
1806,2,-2380
1807,2,-34812
1808,2,0
1809,2,61753
1810,2,-14700
1811,2,-900
1812,2,-600
1813,2,-14841
1814,2,-41088
1815,2,-6100
1816,2,-900
1817,2,-48024
1818,2,3400
1819,2,1680
1820,2,-360
1821,2,-18000
1822,2,-18000
1823,2,-47492
1824,2,-500
1825,2,-244
1826,2,-291
1827,2,-300
1828,2,-300
1829,2,-268
1830,2,-460
1831,2,-300
1832,2,-60
1833,2*kta,-1712
1834,2,-244
1835,2,100
1836,2,-1932
1837,2,-500
1838,2,-340
1839,2,-3132
1840,2,-100
1841,2,40
1842,2,-268
1843,2,-244
1844,2,-460
1845,2,-20
1846,2,-1712
1847,2,-60
1848,02:00,-268
1849,02:00,-3266
1850,02:00,-460
1851,02:00,-300
1852,;,-100
1853,2,100
1854,20,-420
1855,20,-220
1856,20,-400
1857,20,-140
1858,20,-300
1859,20,-20
1860,20,-291
1861,20,-1712
1862,20,-1532
1863,%,-3266
1864,%,-734
1865,200,-100
1866,200,-140
1867,200,0
1868,200,-2088
1869,200000,-2088
1870,2000,140
1871,2000,60
1872,2000,-460
1873,2001,-220
1874,2001,-244
1875,;,-400
1876,2001-2008,-300
1877,2001-2008,-300
1878,2002,-268
1879,2002,-1934
1880,2002-4,-220
1881,2003,-1932
1882,2003,-220
1883,2003,60
1884,2004,-420
1885,2004,60
1886,2004,-1932
1887,2004,-244
1888,2004,-460
1889,2004,-400
1890,2004,-60
1891,2004,-1934
1892,2004,60
1893,007,-340
1894,2005,-1932
1895,2005,-500
1896,2005,-734
1897,2005,-300
1898,2005,-734
1899,2005-9,-220
1900,2006,40
1901,2006,-300
1902,2006,-1532
1903,2006/046016,-44
1904,2006-7,-220
1905,2007,-140
1906,2007-2010,-1934
1907,2008,-1932
1908,2008,-220
1909,2008,-220
1910,2008,-420
1911,2008,140
1912,2008,-340
1913,2008,-3132
1914,2008,-268
1915,2008,-44
1916,2008,-244
1917,2008,-460
1918,2008,-140
1919,2008,-1934
1920,2008,-291
1921,2008,-100
1922,2008,-2088
1923,2008,100
1924,2008,60
1925,2008,-60
1926,2008,-220
1927,2008,140
1928,2008,140
1929,2008,-44
1930,2008,-1532
1931,;,-400
1932,2008,-1932
1933,2008,-500
1934,2008,-268
1935,2008,-44
1936,2008,-734
1937,2008,-140
1938,2008,1669
1939,2008,-100
1940,2008,-2088
1941,2008,100
1942,2008,-340
1943,2008,-268
1944,2008,-220
1945,2008,-734
1946,2008,0
1947,2008,-20
1948,2008,-1532
1949,sep-08,-460
1950,;,-300
1951,;,-300
1952,2008-12,-734
1953,2008-13,-1934
1954,2008-13,-244
1955,2008-2011,-220
1956,2008-2012,-460
1957,3,-20
1958,2009,-1932
1959,2009,-220
1960,2009,-340
1961,2009,-100
1962,2009,-220
1963,2009,-140
1964,2009,1669
1965,2009,-60
1966,2009,-291
1967,2009,-100
1968,2009,-1532
1969,2009-,0
1970,2009,-220
1971,2009,-3132
1972,2009,-400
1973,;,-400
1974,2009,-1932
1975,2009,140
1976,2009,40
1977,2009,-140
1978,2009,0
1979,2009,-60
1980,2009,-291
1981,2009,-1712
1982,2009,60
1983,2009,-1932
1984,;,-734
1985,2009115938/a1,-300
1986,2009-12,1669
1987,dec-09,-400
1988,2009-13,-291
1989,012,-340
1990,013,-340
1991,2010,-2068
1992,2010,-220
1993,2010,-3132
1994,2010,-100
1995,2010,-268
1996,2010,-300
1997,2010,-291
1998,2010,-100
1999,2010,-300
2000,2010,-300
2001,2010-,-100
2002,2010,100
2003,2010,-400
2004,2010,-60
2005,;,-460
2006,2010,-2068
2007,2010,-1932
2008,2010,-420
2009,2010,-244
2010,2010,-734
2011,2010,-1712
2012,2010,-100
2013,2010,40
2014,2010,-244
2015,;,140
2016,;,-1712
2017,nov-10,-244
2018,2010-11,-220
2019,2010-13,-400
2020,2010-15,-300
2021,2010-2011,-300
2022,2010-2011,-300
2023,2010-2012,-460
2024,2010-2013,60
2025,2011,-2068
2026,2011,-1932
2027,2011,140
2028,2011,-340
2029,2011,-100
2030,2011,-268
2031,2011,1669
2032,2011,-291
2033,2011,-1712
2034,2011,-300
2035,2011,-300
2036,2011,-1532
2037,2011,140
2038,2011,-400
2039,2011,-20
2040,2011,40
2041,2011,-1532
2042,2011,-220
2043,2011,-1932
2044,2011,-420
2045,2011,140
2046,2011,-268
2047,2011,-44
2048,2011,-300
2049,2011,-100
2050,2011,-2088
2051,2011,-300
2052,2011,-300
2053,2011,-500
2054,2011,-340
2055,2011,-100
2056,2011,-734
2057,2011,60
2058,2011,-1532
2059,dec-11,-460
2060,;,-460
2061,;,-1712
2062,2011-13,-291
2063,2011-2012,60
2064,2011-2013,-100
2065,2011-2015,-291
2066,2011-2016,-2068
2067,2012,-1932
2068,2012,140
2069,2012,-340
2070,2012,-3132
2071,2012,-100
2072,2012,-268
2073,2012,-460
2074,2012,-140
2075,2012,-60
2076,2012,-291
2077,2012,-1712
2078,2012,-60
2079,2012,-2088
2080,2012,60
2081,2012,-300
2082,2012,-300
2083,2012,-1532
2084,2012,1669
2085,2012,-20
2086,;,-100
2087,2012,40
2088,2012,-268
2089,2012,-460
2090,2012,-400
2091,2012,-300
2092,2012,-20
2093,2012,-291
2094,2012,-100
2095,2012,-1532
2096,2012,-2068
2097,2012,-220
2098,2012,-500
2099,2012,-3132
2100,2012,-100
2101,2012,-244
2102,2012,-2088
2103,2012/13,-460
2104,;,-460
2105,;,-100
2106,;,-734
2107,2012-15,-400
2108,2013,-1932
2109,2013,-220
2110,2013,140
2111,2013,140
2112,2013,-3132
2113,2013,-100
2114,2013,-268
2115,2013,-460
2116,2013,-400
2117,2013,-1934
2118,2013,1669
2119,2013,-60
2120,2013,-20
2121,2013,-291
2122,2013,-100
2123,2013,-300
2124,2013,-300
2125,2013,-1532
2126,2013,140
2127,2013,-400
2128,2013,-340
2129,2013,-400
2130,2013,-340
2131,2013,40
2132,2013,-44
2133,2013,100
2134,2013,-2068
2135,2013,-220
2136,2013,140
2137,2013,40
2138,2013,-44
2139,2013,-220
2140,2013,0
2141,2013,-300
2142,2013,-291
2143,2013,-60
2144,2013,-1532
2145,2013,140
2146,2013,-340
2147,2013,-100
2148,2013,-460
2149,2013,1669
2150,2013,-100
2151,2013,-1532
2152,;,-1712
2153,;,-460
2154,;,-100
2155,;,-300
2156,2013-14,-400
2157,2013-14,140
2158,2013-15,-400
2159,2014,-420
2160,2014,140
2161,2014,1669
2162,2014,-300
2163,2014,-300
2164,2014,-100
2165,2014,-220
2166,2014,-300
2167,2014,-300
2168,2014,-220
2169,2014,140
2170,2014,-340
2171,2014,-3132
2172,2014,-268
2173,2014,-291
2174,2014-17,-400
2175,2014-19,1669
2176,2015,-100
2177,2015,-300
2178,2015,-300
2179,2015,140
2180,2015,100
2181,2015,-420
2182,2016,-268
2183,2016,-20
2184,2016,-244
2185,2017,-1932
2186,2018,-220
2187,2018,-220
2188,2018,-244
2189,2019,1669
2190,2020,-220
2191,2020,-60
2192,2020,-20
2193,2020,-60
2194,2020,-500
2195,2020,-1532
2196,2020,-60
2197,20-year,-44
2198,20-year,-291
2199,21,140
2200,21,-734
2201,21,-400
2202,21,-300
2203,21,-60
2204,21,100
2205,2100,-60
2206,219,-734
2207,21st,-460
2208,22,0
2209,22,-60
2210,%,-220
2211,227,100
2212,2275,-2088
2213,227,1669
2214,23,-1932
2215,%,-734
2216,%,-300
2217,:,-244
2218,230,40
2219,23rd,-1532
2220,24,-268
2221,24,-734
2222,24,-1712
2223,7月24日,-220
2224,24th,-44
2225,25,-1932
2226,25,-220
2227,25,-100
2228,25,-460
2229,250,140
2230,25k,0
2231,26-28,-460
2232,266,0
2233,267,-291
2234,27,-460
2235,27,-300
2236,27,-300
2237,28,-1932
2238,28,-44
2239,28,-244
2240,%,-1932
2241,28,-500
2242,28-nm,-100
2243,29,100
2244,2991,-2068
2245,2nd,140
2246,2nd-year,40
2247,3,-18612
2248,3,-50232
2249,3,-3300
2250,3,-5060
2251,3,-5040
2252,3,3220
2253,3,2240
2254,3,-13500
2255,3,-9520
2256,3,-3132
2257,3,-2200
2258,3,1200
2259,3,-4556
2260,3,-440
2261,3,-5856
2262,3,-3520
2263,3,-16148
2264,3,-14720
2265,3,-25600
2266,3,-1820
2267,3,0
2268,3,45063
2269,3,-10500
2270,3,-600
2271,3,-220
2272,3,-7275
2273,3,-29104
2274,3,-2700
2275,3,-720
2276,3,-25056
2277,3,2200
2278,3,1560
2279,3,-540
2280,3,-4200
2281,3,-4200
2282,3,-26044
2283,;,1669
2284,3,-500
2285,3,-244
2286,3,-291
2287,3,-268
2288,3,-340
2289,3,-268
2290,3,-244
2291,3,-300
2292,3,100
2293,3000,-268
2294,3,-1932
2295,3,-3132
2296,3,-100
2297,3,40
2298,3,-244
2299,3,-460
2300,3,-1712
2301,03:00,-268
2302,03:00,-3266
2303,03:00,-460
2304,03:00,-300
2305,3,100
2306,30,-1932
2307,30,-100
2308,30,-244
2309,30,-291
2310,30,-1712
2311,30,-60
2312,30,-300
2313,30,-300
2314,300,-220
2315,300,-460
2316,300,100
2317,300,-60
2318,30-partner,-44
2319,30x,140
2320,31,60
2321,31000,-291
2322,3月10日,-400
2323,32,40
2324,32nm,-3132
2325,33,-220
2326,34,1669
2327,%,140
2328,35,-1932
2329,35,0
2330,35,-300
2331,35,-2088
2332,3月5日,-400
2333,350,-460
2334,38,-1932
2335,38,40
2336,38,-268
2337,38,-291
2338,39,-734
2339,39,-60
2340,392,1669
2341,39k,-291
2342,39m,60
2343,3b,-1934
2344,3b,-1934
2345,3d,-220
2346,3d,-420
2347,3d,-100
2348,3d,-3266
2349,3d,-140
2350,3d,100
2351,3fivetwo,0
2352,3m,0
2353,3mw,-220
2354,3rd,-244
2355,4,-6204
2356,4,-17388
2357,4,-1980
2358,4,2240
2359,4,-800
2360,4,560
2361,4,-4288
2362,4,-352
2363,4,-6900
2364,4,-8000
2365,4,-420
2366,4,-20544
2367,4,-300
2368,4,-18792
2369,4,1400
2370,4,-500
2371,4,-291
2372,4,-268
2373,4,-44
2374,4,-268
2375,4,-2088
2376,4,140
2377,4,-3132
2378,4,40
2379,4,-244
2380,4,-1712
2381,04:00,-244
2382,04:00,-460
2383,4,100
2384,4,100
2385,40,-1932
2386,40,-244
2387,40,-220
2388,40,-734
2389,40,0
2390,40,1669
2391,40,100
2392,%,-268
2393,%,-460
2394,%,-400
2395,%,-2088
2396,%,140
2397,40000,-300
2398,400,-268
2399,400,-2088
2400,400,-44
2401,40-year,-291
2402,42,-460
2403,42,100
2404,4200,-100
2405,45,-3266
2406,45,100
2407,46,-420
2408,47,-220
2409,4g,-460
2410,4g-lte,-400
2411,4-min,140
2412,chu,-400
2413,4s,-220
2414,4th-year,40
2415,5,-3740
2416,5,3920
2417,5,-2000
2418,5,-7820
2419,5,-7200
2420,5,-1960
2421,5,-480
2422,5,-18792
2423,5,1800
2424,5,-12256
2425,5-,-220
2426,5,-420
2427,5,-44
2428,5000,100
2429,5,-3132
2430,5,40
2431,5,-244
2432,5,-1712
2433,5,100
2434,5,100
2435,50,-3132
2436,50,-268
2437,50,-460
2438,50,-140
2439,50,-1712
2440,50,-1532
2441,%,-1932
2442,%,-244
2443,%,-220
2444,%,1669
2445,%,-1712
2446,%,-2088
2447,;,-20
2448,500,-268
2449,500,-734
2450,500,-460
2451,5000,140
2452,50th,-734
2453,51,-400
2454,52,-734
2455,52k,-291
2456,54,-340
2457,55,100
2458,56,-734
2459,57,140
2460,%,-1932
2461,5g,-140
2462,5g,-140
2463,5gic,-140
2464,5m,-60
2465,5-min,140
2466,contract,60
2467,5th,140
2468,5-year,-60
2469,6,-6204
2470,6,-3080
2471,6,3360
2472,6,-1340
2473,6,-4600
2474,6,-3200
2475,6,-420
2476,6,-3300
2477,6,-3492
2478,%,-220
2479,6,-2088
2480,6,-3132
2481,6,40
2482,6,-244
2483,60,-1932
2484,60,-420
2485,60,40
2486,60,-220
2487,60,-460
2488,60,-400
2489,60,-300
2490,60,-1532
2491,%,100
2492,60+,1669
2493,60-page,-291
2494,65,-220
2495,%,-220
2496,650,-460
2497,6mw,-220
2498,6th,-100
2499,7,320
2500,7,-1532
2501,7,-3132
2502,7,40
2503,7,-244
2504,70,-420
2505,70,-100
2506,70,-460
2507,70,0
2508,%,-420
2509,%,-268
2510,%,1669
2511,%,-300
2512,%,-300
2513,72,-734
2514,731,40
2515,7458,-500
2516,75,-1712
2517,%,-244
2518,7653269b1,60
2519,%,-420
2520,7月8日,-60
2521,79,-291
2522,8,-2860
2523,8,560
2524,8,-21924
2525,8,-800
2526,8,-4020
2527,8,-1100
2528,8,-734
2529,8,-3200
2530,8,-700
2531,8,-11604
2532,8,-3600
2533,8,-3600
2534,8,-3132
2535,8,-3132
2536,:,-244
2537,80,-420
2538,80,-100
2539,80,-60
2540,80,-291
2541,%,-420
2542,%,-100
2543,800,140
2544,83,100
2545,8348,-500
2546,84,-1932
2547,84,100
2548,85,-734
2549,%,-100
2550,%,-460
2551,8774,-500
2552,89,40
2553,9,-1760
2554,9,-3220
2555,9,-7200
2556,9,400
2557,%,-300
2558,9,-3132
2559,90,-1532
2560,95,-400
2561,99,-140
2562,a,-1701964
2563,a,-63756
2564,a,-2362836
2565,a,-10560
2566,a,-194920
2567,a,-197120
2568,a,-12600
2569,a,-416640
2570,a,6440
2571,a,109340
2572,a,3640
2573,a,134680
2574,a,-32000
2575,a,-352000
2576,a,-12580
2577,a,-285940
2578,a,-131544
2579,a,-2311416
2580,a,-9500
2581,a,-108800
2582,a,2320
2583,a,48960
2584,a,-13400
2585,a,-245488
2586,a,-1320
2587,a,-38060
2588,a,-13176
2589,a,-206424
2590,a,-2371116
2591,a,-5500
2592,a,-201960
2593,a,-736202
2594,a,-26220
2595,a,-656880
2596,a,-41200
2597,a,-473600
2598,a,-6020
2599,a,-167020
2600,a,-2901
2601,a,-73492
2602,a,0
2603,a,0
2604,a,40056
2605,a,1558846
2606,a,-13200
2607,a,-281100
2608,a,-3600
2609,a,-57060
2610,a,-1020
2611,a,-17180
2612,a,-11931
2613,a,-266847
2614,a,-121552
2615,a,-1903744
2616,a,-1800
2617,a,-72600
2618,a,-3240
2619,a,-48000
2620,a,-2480544
2621,a,96800
2622,a,1380
2623,a,45600
2624,a,-1320
2625,a,-49140
2626,a,-246300
2627,a,-246300
2628,a,-1343564
2629,b,140
2630,a,-420
2631,a,-460
2632,a,-100
2633,a,-244
2634,a,-291
2635,a,-2068
2636,a,-1932
2637,a,-220
2638,a,-220
2639,a,-420
2640,a,140
2641,a,140
2642,a,-500
2643,a,-340
2644,a,-3132
2645,a,-100
2646,a,40
2647,a,-268
2648,a,-44
2649,a,-244
2650,a,-3266
2651,a,-220
2652,a,-734
2653,a,-460
2654,a,-400
2655,a,-140
2656,a,-1934
2657,a,0
2658,a,1669
2659,a,-300
2660,a,-60
2661,a,-20
2662,a,-291
2663,a,-1712
2664,a,-100
2665,a,-60
2666,a,-2088
2667,a,100
2668,a,60
2669,a,-60
2670,a,-300
2671,a,-300
2672,a,-1532
2673,a/c,140
2674,a2,140
2675,a2,-500
2676,a235,40
2677,a2/c439,40
2678,;,-500
2679,a2e,-400
2680,a4,-1934
2681,a4b,60
2682,a4b,-300
2683,a4b,-300
2684,a4b-funded,-300
2685,a4b-funded,-300
2686,aamod,-500
2687,abb,-460
2688,abb,100
2689,abb-,-100
2690,abb,-460
2691,abb,-100
2692,abbott,-340
2693,abb-switzerland,-100
2694,aberdeen,-400
2695,ability,-220
2696,ability,-500
2697,ability,-268
2698,ability,1669
2699,ability,-1712
2700,able,140
2701,able,140
2702,able,-3132
2703,able,-291
2704,able,-1712
2705,able,-2088
2706,about,-1932
2707,about,-220
2708,about,140
2709,about,140
2710,about,-100
2711,about,-100
2712,about,-244
2713,about,-460
2714,about,0
2715,about,-1712
2716,about,-1532
2717,above,140
2718,above,140
2719,above,-500
2720,above,-340
2721,above,-460
2722,above,-300
2723,above,-1712
2724,above,100
2725,above,-20
2726,above,-734
2727,above,-1712
2728,above,-44
2729,above,-44
2730,above,-1712
2731,above,-60
2732,above,-220
2733,above,-220
2734,above,-300
2735,above,-1712
2736,above,-300
2737,above,-300
2738,;,-220
2739,abroad,-3132
2740,abroad,-244
2741,abroad,-460
2742,absence,-300
2743,absence,-300
2744,absorbers,140
2745,ac,-3132
2746,academia,-2068
2747,academia,-100
2748,academia,40
2749,academia,-268
2750,academia,-44
2751,academia,-244
2752,academia,-460
2753,academia,-300
2754,academia,-60
2755,academia,-60
2756,academia,-20
2757,academia,-291
2758,academia,-2088
2759,academia,60
2760,academia,-100
2761,academia,-460
2762,academic,-2068
2763,academic,-1932
2764,academic,-220
2765,academic,-220
2766,academic,-420
2767,academic,-420
2768,academic,-500
2769,academic,-340
2770,academic,-3132
2771,academic,-100
2772,academic,40
2773,academic,-268
2774,academic,-244
2775,academic,-3266
2776,academic,-220
2777,academic,-734
2778,academic,-400
2779,academic,-400
2780,academic,-140
2781,academic,0
2782,academic,1669
2783,academic,-300
2784,academic,-60
2785,academic,-20
2786,academic,-291
2787,academic,-291
2788,academic,-1712
2789,academic,-100
2790,academic,-60
2791,academic,-2088
2792,academic,100
2793,academic,60
2794,academic,60
2795,academic,-300
2796,academic,-300
2797,academic,-1532
2798,academic,-291
2799,academic/non-academic,-340
2800,academic-industrial,40
2801,academic-industrial,-60
2802,academic-industry,-244
2803,academics,-1932
2804,academics,-220
2805,academics,-220
2806,academics,140
2807,academics,140
2808,academics,-3132
2809,academics,-100
2810,academics,-100
2811,academics,40
2812,academics,-268
2813,academics,-44
2814,academics,-244
2815,academics,-400
2816,academics,-400
2817,academics,0
2818,academics,-300
2819,academics,-60
2820,academics,-291
2821,academics,-1712
2822,academics,-1712
2823,academics,-100
2824,academics,-60
2825,academics,-2088
2826,academics,-1532
2827,academics,-1532
2828,academics,-291
2829,academics,-100
2830,academics,-1932
2831,academics,40
2832,academics,-44
2833,academics,-140
2834,academics,-1532
2835,:,-400
2836,work,40
2837,chu,-60
2838,academy,-2068
2839,academy,-220
2840,academy,40
2841,academy,-268
2842,academy,-244
2843,academy,-734
2844,academy,-460
2845,academy,-140
2846,academy,0
2847,academy,-291
2848,academy,-1712
2849,academy,-300
2850,academy,-300
2851,academy,-20
2852,academy,40
2853,accelerate,-420
2854,accelerate,-734
2855,accelerate,-400
2856,accelerate,-60
2857,accelerated,-420
2858,accelerated,-60
2859,accelerates,140
2860,accelerating,-220
2861,accelerating,-140
2862,accelerating,-60
2863,accelerating,-1712
2864,acceleration,-1932
2865,acceleration,-220
2866,acceleration,140
2867,acceleration,-340
2868,acceleration,-268
2869,acceleration,-734
2870,acceleration,-734
2871,acceleration,-400
2872,acceleration,-140
2873,acceleration,-60
2874,acceleration,-60
2875,acceleration,-2088
2876,accelerator,-60
2877,accelerators,-140
2878,accenture,0
2879,access,-2068
2880,access,-1932
2881,access,140
2882,access,-340
2883,access,-3132
2884,access,-100
2885,access,40
2886,access,40
2887,access,-268
2888,access,-220
2889,access,-460
2890,access,-460
2891,access,-400
2892,access,0
2893,access,1669
2894,access,-20
2895,access,-291
2896,access,-100
2897,access,-60
2898,access,-2088
2899,access,-60
2900,access,-300
2901,access,-300
2902,access,-340
2903,access,-300
2904,access,-300
2905,accessible,140
2906,accessible,-3266
2907,accessible,-400
2908,accessible,-20
2909,accessible,-291
2910,accessing,-300
2911,accident,1669
2912,accident,1669
2913,accident,-2088
2914,accidental,-1712
2915,acclaimed,140
2916,acclaimed,-734
2917,acclaimed,0
2918,accolade,-400
2919,accommodates,-60
2920,accommodation,-220
2921,accompanied,-100
2922,accompanying,-1934
2923,accompanying,-300
2924,accompanying,-300
2925,accomplishments,-1932
2926,accordance,-1712
2927,accordance,100
2928,accorded,-220
2929,according,-2068
2930,account,-220
2931,account,-3132
2932,account,-100
2933,account,40
2934,account,-734
2935,account,-734
2936,account,-140
2937,account,0
2938,account,-300
2939,account,-1712
2940,account,-60
2941,account,-340
2942,account,40
2943,account,-268
2944,:,-220
2945,accountability,-300
2946,accounts,-60
2947,accounts,-1532
2948,accounts,40
2949,;,-400
2950,accounthuo,-400
2951,grant,-400
2952,accreditation,-268
2953,accrue,-420
2954,accrued,-220
2955,accumulated,-140
2956,achieve,-2068
2957,achieve,-1932
2958,achieve,-420
2959,achieve,140
2960,achieve,-500
2961,achieve,-340
2962,achieve,-100
2963,achieve,40
2964,achieve,-244
2965,achieve,-3266
2966,achieve,-734
2967,achieve,-460
2968,achieve,1669
2969,achieve,-300
2970,achieve,-60
2971,achieve,-291
2972,achieve,-100
2973,achieve,100
2974,achieve,-300
2975,achieve,-300
2976,achieve,-1532
2977,achieved,-2068
2978,achieved,-220
2979,achieved,-220
2980,achieved,-420
2981,achieved,-500
2982,achieved,-340
2983,achieved,-3132
2984,achieved,-44
2985,achieved,0
2986,achieved,1669
2987,achieved,-60
2988,achieved,-1712
2989,achieved,-60
2990,achieved,100
2991,achieved,60
2992,achieved,-420
2993,achieved,-3132
2994,achieved,-1532
2995,achieved,-420
2996,achievement,-1932
2997,achievement,-3132
2998,achievement,-100
2999,achievements,140
3000,achievements,-3266
3001,achievements,-140
3002,achievements,0
3003,achievements,-60
3004,achieves,140
3005,achieves,-1712
3006,achieving,-220
3007,achieving,-500
3008,achieving,-340
3009,achieving,-244
3010,achieving,-734
3011,achieving,-400
3012,achieving,-140
3013,achieving,1669
3014,achieving,1669
3015,achieving,-100
3016,achieving,-2088
3017,achieving,100
3018,achieving,-300
3019,achieving,-300
3020,aci,-500
3021,acknowledged,40
3022,acknowledged,-220
